"filename", "language", "C++", "CMake", "Markdown", "Python", "JSON", "Shell Script", "JavaScript", "comment", "blank", "total"
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/media_handlers/ZoomSDKAudioRawData.h", "C++", 16, 0, 0, 0, 0, 0, 0, 1, 3, 20
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/media_handlers/ZoomSDKRenderer.h", "C++", 14, 0, 0, 0, 0, 0, 0, 1, 5, 20
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/media_handlers/ZoomSDKVideoSource.h", "C++", 21, 0, 0, 0, 0, 0, 0, 1, 7, 29
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/auth_service_interface.h", "C++", 125, 0, 0, 0, 0, 0, 0, 107, 27, 259
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_ai_companion_interface.h", "C++", 266, 0, 0, 0, 0, 0, 0, 341, 134, 741
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_audio_interface.h", "C++", 67, 0, 0, 0, 0, 0, 0, 91, 24, 182
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_breakout_rooms_interface_v2.h", "C++", 252, 0, 0, 0, 0, 0, 0, 319, 122, 693
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_chat_interface.h", "C++", 314, 0, 0, 0, 0, 0, 0, 364, 128, 806
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_configuration_interface.h", "C++", 261, 0, 0, 0, 0, 0, 0, 349, 136, 746
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_inmeeting_encryption_interface.h", "C++", 30, 0, 0, 0, 0, 0, 0, 20, 14, 64
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_participants_ctrl_interface.h", "C++", 165, 0, 0, 0, 0, 0, 0, 328, 111, 604
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_raw_archiving_interface.h", "C++", 12, 0, 0, 0, 0, 0, 0, 12, 4, 28
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_recording_interface.h", "C++", 159, 0, 0, 0, 0, 0, 0, 178, 62, 399
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_reminder_ctrl_interface.h", "C++", 104, 0, 0, 0, 0, 0, 0, 65, 18, 187
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_sharing_interface.h", "C++", 141, 0, 0, 0, 0, 0, 0, 257, 70, 468
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_smart_summary_interface.h", "C++", 22, 0, 0, 0, 0, 0, 0, 16, 10, 48
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_video_interface.h", "C++", 166, 0, 0, 0, 0, 0, 0, 276, 78, 520
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_waiting_room_interface.h", "C++", 94, 0, 0, 0, 0, 0, 0, 105, 36, 235
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_components/meeting_webinar_interface.h", "C++", 108, 0, 0, 0, 0, 0, 0, 130, 43, 281
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/meeting_service_interface.h", "C++", 415, 0, 0, 0, 0, 0, 0, 261, 95, 771
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/network_connection_handler_interface.h", "C++", 50, 0, 0, 0, 0, 0, 0, 51, 19, 120
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/rawdata/rawdata_audio_helper_interface.h", "C++", 39, 0, 0, 0, 0, 0, 0, 26, 13, 78
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/rawdata/rawdata_renderer_interface.h", "C++", 45, 0, 0, 0, 0, 0, 0, 9, 8, 62
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/rawdata/rawdata_share_source_helper_interface.h", "C++", 39, 0, 0, 0, 0, 0, 0, 35, 15, 89
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/rawdata/rawdata_video_source_helper_interface.h", "C++", 69, 0, 0, 0, 0, 0, 0, 2, 11, 82
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/rawdata/zoom_rawdata_api.h", "C++", 20, 0, 0, 0, 0, 0, 0, 5, 2, 27
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/setting_service_interface.h", "C++", 841, 0, 0, 0, 0, 0, 0, 1191, 403, 2435
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/zoom_sdk.h", "C++", 27, 0, 0, 0, 0, 0, 0, 50, 16, 93
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/zoom_sdk_def.h", "C++", 325, 0, 0, 0, 0, 0, 0, 62, 26, 413
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/zoom_sdk_platform.h", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/include/meeting_zoom_sdk/zoom_sdk_raw_data_def.h", "C++", 58, 0, 0, 0, 0, 0, 0, 60, 30, 148
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/lib/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/mainapp.cpp", "C++", 307, 0, 0, 0, 0, 0, 0, 29, 61, 397
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/event_listeners/AuthServiceEventListener.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 6, 13, 54
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/event_listeners/MeetingParticipantsCtrlEventListener.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 16, 26, 114
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/event_listeners/MeetingRecordingCtrlEventListener.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 6, 13, 45
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/event_listeners/MeetingReminderEventListener.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 12, 10, 45
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/event_listeners/MeetingServiceEventListener.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 4, 8, 84
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/media_handlers/ZoomSDKAudioRawData.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 6, 9, 41
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/media_handlers/ZoomSDKRenderer.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 36, 39, 115
"/home/debral/DevSpace/RecoZoomBot/rzbcpp/src/media_handlers/ZoomSDKVideoSource.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 4, 16, 73
"/home/debral/DevSpace/RecoZoomBot/rzbpy/example.py", "Python", 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"/home/debral/DevSpace/RecoZoomBot/rzbpy/zbpy_pkg/__init__.py", "Python", 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"/home/debral/DevSpace/RecoZoomBot/rzbpy/zbpy_pkg/interface.py", "Python", 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"/home/debral/DevSpace/RecoZoomBot/utils/installers/install_zoom_sdk.sh", "Shell Script", 0, 0, 0, 0, 0, 26, 0, 11, 12, 49
"/home/debral/DevSpace/RecoZoomBot/utils/token_generate/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 27, 1, 5, 33
"/home/debral/DevSpace/RecoZoomBot/utils/token_generate/package-lock.json", "JSON", 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"/home/debral/DevSpace/RecoZoomBot/utils/token_generate/package.json", "JSON", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"Total", "-", 5373, 78, 21, 28, 38, 26, 27, 4887, 2060, 12538
